"","clay_summary_geo[, 1]","mean","median","var"
"1","1400000US06001425103",40.2267689684569,49,119.318839124907
"2","1400000US06001425104",33.5716322166785,26,155.643046335395
"3","1400000US06001426100",14.5900730662635,13,8.15475022147449
"4","1400000US06001427100",14.9696356275304,3,403.859306956947
"5","1400000US06001427800",3.63825929283772,3,8.45432437190767
"6","1400000US06001428302",5.98554811420515,3,84.4246852865594
"7","1400000US06001430300",21.307962529274,23,34.0435767800433
"8","1400000US06001430700",34.6075299486594,28,163.545651030067
"9","1400000US06001431100",31.8333333333333,26,125.383271832718
"10","1400000US06001432501",30.8153931957613,26,104.939673631583
"11","1400000US06001433103",37.461038961039,48.5,136.790463058069
"12","1400000US06001433300",47.5905752753978,49,31.099537716095
"13","1400000US06001433900",45.9194444444444,49,26.6005483472351
"14","1400000US06001435300",32.0955752212389,28,171.361580173648
"15","1400000US06001435800",42.8872093023256,49,117.114670508814
"16","1400000US06001436300",31.5574380165289,27,126.166604429807
"17","1400000US06001437000",26.4177756653992,24,63.2485854446572
"18","1400000US06001437400",37.9843885516045,49,155.192464404452
"19","1400000US06001437702",44.8626262626263,49,37.936555841819
"20","1400000US06001438201",47.5719754977029,49,28.9883021480582
"21","1400000US06001438300",46.821554770318,49,51.0220637167146
"22","1400000US06001440331",31.0555330360762,29,46.9316269156762
"23","1400000US06001440335",36.9951017332329,36,150.636613766503
"24","1400000US06001441401",28.9729838709677,26,41.7802298988926
"25","1400000US06001441522",28.4407856730214,26,29.7437459719565
"26","1400000US06001441602",23.3392698130009,23,12.0550006247186
"27","1400000US06001441925",31.8302325581395,26,136.13818789659
"28","1400000US06001442100",38.3380281690141,49,168.868698306707
"29","1400000US06001442500",30.2983531214094,26,91.2216792790889
"30","1400000US06001442700",25.995673671199,24,24.9727703869502
"31","1400000US06001443102",36.9067008656621,42,112.377758162895
"32","1400000US06013359102",23.7009107468124,24,73.7651048553692
"33","1400000US06013359104",29.0679156908665,26,192.637820504021
"34","1400000US06013359105",32.5936928702011,28,238.92811749502
"35","1400000US06013360200",32.391683433937,28,124.112886195626
"36","1400000US06013365003",27.2890206040079,28,88.7877026825228
"37","1400000US06013368001",32.8109696376102,49,292.002467784371
"38","1400000US06013371000",19.3694379391101,13,181.030981054728
"39","1400000US06013379000",48.0366350067843,49,13.5230916581224
"40","1400000US06013383000",27.4955257270694,25,158.384423170574
"41","1400000US06013387000",14.9489322191272,13,17.7919993234684
"42","1400000US06015000202",13.0787745049655,12,14.5026557964676
"43","1400000US06015000203",16.6293447178702,17,13.3381287747977
"44","1400000US06017030301",6.67261146496815,5,16.225444418734
"45","1400000US06017030602",14.8240303686645,14,4.36757848725338
"46","1400000US06017030603",11.6947743085188,12,14.781008640342
"47","1400000US06017030706",13.122788010112,13,0.476479305304537
"48","1400000US06017030807",13.8210803281226,13,3.12092397202937
"49","1400000US06017031402",13.7372296107757,13,16.851157095591
"50","1400000US06017031502",14.0702416492987,14,1.12910343125332
"51","1400000US06017031700",13.2074030552291,13,0.890765947994582
"52","1400000US06017031900",9.96984334833875,10,11.1400305165459
"53","1400000US06019000501",6.38926940639269,7,12.6814390084801
"54","1400000US06019000800",7.50897129186603,8,6.10698759682305
"55","1400000US06019001202",9.09598564700605,10,2.94951057493975
"56","1400000US06019001407",5.83609467455621,6,1.7037289667567
"57","1400000US06019001412",5.22243558969435,5,3.99628913737594
"58","1400000US06019002000",8.39646288817713,9,12.1437702169025
"59","1400000US06019002501",7.47692307692308,8,1.29757252812315
"60","1400000US06019002702",4.93195266272189,4,6.28370311202665
"61","1400000US06001443103",24.8858296444034,22,148.750975003669
"62","1400000US06001443104",25.15625,24,57.3840497737557
